Product,Value,Location,Time
Banana,8,Perth,Morning
Orange,60,Melbourne,Afternoon
Fish,79,Melbourne,Morning
Soap,79,Canberra,Morning
Carrot,51,Brisbane,Afternoon
Pie,23,Canberra,Afternoon
Cookie,44,Perth,Afternoon
Pie,6,Perth,Morning
Chicken,88,Canberra,Afternoon
Shampoo,5,Perth,Morning
Carrot,88,Melbourne,Afternoon
Carrot,93,Sydney,Morning
Fish,87,Melbourne,Morning
Orange,53,Brisbane,Afternoon
Pie,92,Sydney,Morning
Shampoo,85,Canberra,Afternoon
Chicken,42,Perth,Morning
Soap,65,Melbourne,Morning
Pie,19,Sydney,Morning
Soap,67,Perth,Afternoon
Tomato,9,Perth,Morning
Tomato,7,Sydney,Afternoon
Shampoo,69,Perth,Morning
Shampoo,14,Perth,Morning
Carrot,75,Perth,Morning
Carrot,83,Canberra,Afternoon
Soap,12,Perth,Morning
Orange,14,Melbourne,Morning
Shampoo,28,Canberra,Morning
Fish,54,Brisbane,Afternoon
Pie,21,Sydney,Afternoon
Fish,97,Perth,Afternoon
Tomato,47,Perth,Afternoon
Fish,75,Brisbane,Morning
Orange,47,Canberra,Morning
Soap,44,Brisbane,Afternoon
Orange,46,Sydney,Afternoon
Orange,53,Melbourne,Afternoon
Cookie,45,Canberra,Afternoon
Soap,71,Perth,Morning
Chicken,28,Sydney,Afternoon
Fish,94,Canberra,Afternoon
Orange,71,Perth,Afternoon
Cookie,41,Brisbane,Morning
Orange,100,Melbourne,Morning
Carrot,66,Brisbane,Morning
Shampoo,88,Perth,Afternoon
Cookie,41,Canberra,Morning
Orange,80,Perth,Afternoon
Banana,18,Canberra,Afternoon
Cookie,40,Melbourne,Afternoon
Chicken,60,Brisbane,Morning
Soap,37,Melbourne,Afternoon
Banana,18,Brisbane,Morning
Shampoo,56,Sydney,Afternoon
Fish,24,Canberra,Morning
Pie,23,Canberra,Morning
Orange,49,Perth,Afternoon
Tomato,12,Canberra,Afternoon
Tomato,27,Sydney,Afternoon
Banana,19,Sydney,Morning
Fish,40,Canberra,Afternoon
Orange,50,Brisbane,Morning
Cookie,78,Sydney,Morning
Carrot,44,Canberra,Morning
Fish,96,Perth,Afternoon
Pie,7,Melbourne,Afternoon
Orange,55,Sydney,Afternoon
Tomato,49,Brisbane,Morning
Fish,31,Melbourne,Afternoon
Tomato,90,Perth,Morning
Fish,47,Melbourne,Afternoon
Pie,49,Melbourne,Afternoon
Orange,80,Sydney,Afternoon
Fish,77,Canberra,Morning
Orange,40,Sydney,Morning
Cookie,18,Brisbane,Morning
Soap,96,Melbourne,Afternoon
Soap,33,Sydney,Afternoon
Carrot,47,Melbourne,Afternoon
Fish,76,Brisbane,Afternoon
Pie,61,Brisbane,Afternoon
Orange,13,Sydney,Afternoon
Carrot,23,Brisbane,Morning
Tomato,23,Brisbane,Morning
Carrot,5,Canberra,Morning
Carrot,86,Perth,Afternoon
Tomato,74,Canberra,Morning
Banana,67,Sydney,Afternoon
Cookie,36,Sydney,Afternoon
Orange,84,Perth,Afternoon
Cookie,40,Canberra,Morning
Chicken,19,Melbourne,Afternoon
Shampoo,62,Melbourne,Morning
Banana,83,Perth,Afternoon
Chicken,23,Perth,Afternoon
Soap,61,Brisbane,Morning
Tomato,27,Melbourne,Afternoon
Orange,73,Perth,Afternoon
Fish,66,Melbourne,Morning
Pie,13,Melbourne,Afternoon
Banana,16,Melbourne,Morning
Banana,9,Perth,Morning
Fish,22,Perth,Afternoon
Cookie,10,Perth,Afternoon
Tomato,16,Sydney,Morning
Carrot,82,Perth,Afternoon
Shampoo,18,Sydney,Afternoon
Pie,68,Canberra,Morning
Tomato,36,Melbourne,Afternoon
Orange,88,Brisbane,Morning
Banana,82,Canberra,Afternoon
Tomato,77,Melbourne,Morning
Tomato,46,Brisbane,Morning
Soap,17,Perth,Morning
Soap,79,Melbourne,Morning
Carrot,60,Perth,Morning
Banana,18,Perth,Afternoon
Soap,56,Melbourne,Morning
Orange,43,Brisbane,Morning
Orange,79,Sydney,Morning
Banana,44,Canberra,Afternoon
Fish,42,Perth,Afternoon
Banana,58,Perth,Morning
Tomato,91,Brisbane,Morning
Fish,33,Brisbane,Morning
Chicken,79,Canberra,Morning
Shampoo,25,Melbourne,Morning
Soap,59,Melbourne,Morning
Carrot,40,Canberra,Morning
Pie,18,Sydney,Afternoon
Banana,14,Melbourne,Morning
Fish,31,Melbourne,Afternoon
Fish,79,Canberra,Morning
Tomato,65,Sydney,Afternoon
Tomato,44,Canberra,Morning
Cookie,82,Melbourne,Morning
Soap,99,Melbourne,Afternoon
Shampoo,29,Canberra,Afternoon
Tomato,12,Melbourne,Afternoon
Shampoo,80,Melbourne,Morning
Carrot,31,Sydney,Afternoon
Orange,65,Canberra,Afternoon
Banana,7,Melbourne,Morning
Banana,73,Perth,Morning
Fish,34,Perth,Morning
Soap,85,Melbourne,Afternoon
Carrot,82,Canberra,Morning
Fish,100,Melbourne,Morning
Fish,21,Sydney,Afternoon
Soap,54,Brisbane,Afternoon
Fish,81,Perth,Morning
Orange,49,Sydney,Afternoon
Shampoo,36,Perth,Afternoon
Chicken,79,Brisbane,Afternoon
Carrot,24,Canberra,Morning
Soap,5,Melbourne,Afternoon
Orange,96,Sydney,Morning
Tomato,22,Perth,Afternoon
Soap,70,Melbourne,Morning
Fish,44,Brisbane,Afternoon
Banana,57,Perth,Morning
Banana,31,Perth,Morning
Chicken,82,Canberra,Morning
Shampoo,7,Canberra,Morning
Shampoo,23,Sydney,Morning
Orange,64,Canberra,Afternoon
Carrot,65,Melbourne,Afternoon
Soap,50,Brisbane,Afternoon
Shampoo,68,Perth,Afternoon
Pie,36,Sydney,Morning
Banana,12,Canberra,Morning
Shampoo,75,Perth,Afternoon
Cookie,46,Melbourne,Afternoon
Cookie,23,Canberra,Afternoon
Pie,12,Perth,Morning
Orange,29,Canberra,Afternoon
Soap,25,Sydney,Morning
Shampoo,70,Canberra,Morning
Banana,14,Melbourne,Morning
Shampoo,57,Sydney,Afternoon
Shampoo,48,Melbourne,Morning
Carrot,37,Melbourne,Morning
Fish,51,Canberra,Afternoon
Pie,10,Sydney,Afternoon
Tomato,72,Sydney,Afternoon
Chicken,97,Perth,Afternoon
Fish,52,Sydney,Morning
Shampoo,29,Sydney,Afternoon
Carrot,79,Brisbane,Morning
Banana,51,Perth,Morning
Carrot,12,Brisbane,Afternoon
Fish,91,Brisbane,Afternoon
Chicken,20,Perth,Afternoon
Soap,57,Sydney,Morning
Orange,67,Perth,Afternoon
Banana,17,Sydney,Morning
Pie,50,Canberra,Afternoon
Fish,32,Sydney,Afternoon
Fish,70,Canberra,Morning
Banana,69,Melbourne,Morning
Soap,54,Canberra,Afternoon
Tomato,60,Melbourne,Morning
Tomato,26,Melbourne,Morning
Chicken,70,Brisbane,Afternoon
Cookie,73,Brisbane,Morning
Fish,63,Sydney,Morning
Orange,75,Canberra,Morning
Banana,83,Melbourne,Afternoon
Fish,62,Melbourne,Afternoon
Fish,91,Brisbane,Afternoon
Carrot,100,Perth,Morning
Chicken,22,Sydney,Morning
Carrot,44,Sydney,Afternoon
Fish,46,Melbourne,Morning
Carrot,24,Perth,Morning
Fish,25,Sydney,Morning
Fish,40,Perth,Afternoon
Fish,21,Brisbane,Afternoon
Cookie,10,Melbourne,Morning
Tomato,22,Melbourne,Morning
Fish,83,Perth,Morning
Carrot,27,Melbourne,Morning
Banana,23,Canberra,Afternoon
Chicken,63,Sydney,Morning
Banana,75,Perth,Morning
Fish,74,Perth,Morning
Carrot,67,Perth,Morning
Carrot,22,Brisbane,Afternoon
Soap,92,Brisbane,Afternoon
Cookie,65,Perth,Morning
Shampoo,5,Brisbane,Afternoon
Soap,77,Perth,Afternoon
Soap,79,Sydney,Afternoon
Banana,46,Perth,Afternoon
Soap,36,Brisbane,Morning
Cookie,24,Melbourne,Afternoon
Orange,57,Perth,Afternoon
Banana,46,Melbourne,Afternoon
Chicken,48,Sydney,Afternoon
Orange,70,Perth,Afternoon
Orange,97,Melbourne,Morning
Chicken,80,Canberra,Morning
Fish,40,Perth,Morning
Chicken,18,Melbourne,Morning
Shampoo,78,Canberra,Morning
Orange,75,Melbourne,Afternoon
Soap,51,Canberra,Morning
Orange,30,Perth,Afternoon
Chicken,31,Brisbane,Morning
Pie,86,Sydney,Morning
Soap,87,Melbourne,Morning
Fish,57,Brisbane,Morning
Carrot,67,Canberra,Morning
Chicken,8,Sydney,Morning
Carrot,58,Sydney,Afternoon
Shampoo,25,Sydney,Morning
Fish,77,Canberra,Morning
Carrot,94,Sydney,Afternoon
Fish,84,Perth,Afternoon
Fish,57,Canberra,Afternoon
Chicken,67,Brisbane,Morning
Shampoo,98,Canberra,Morning
Soap,36,Sydney,Morning
Cookie,73,Perth,Afternoon
Orange,73,Melbourne,Afternoon
Banana,80,Brisbane,Afternoon
Chicken,73,Brisbane,Morning
Chicken,99,Melbourne,Afternoon
Fish,6,Perth,Afternoon
Tomato,48,Perth,Afternoon
Shampoo,44,Perth,Afternoon
Pie,15,Canberra,Afternoon
Fish,99,Canberra,Morning
Shampoo,58,Melbourne,Morning
Fish,44,Sydney,Afternoon
Pie,56,Melbourne,Afternoon
Chicken,90,Sydney,Afternoon
Chicken,31,Sydney,Afternoon
Orange,97,Perth,Afternoon
Banana,21,Brisbane,Morning
Carrot,14,Canberra,Morning
Soap,94,Brisbane,Afternoon
Chicken,41,Canberra,Afternoon
Shampoo,8,Brisbane,Afternoon
Carrot,21,Canberra,Morning
Shampoo,25,Perth,Afternoon
Tomato,72,Brisbane,Morning
Banana,68,Sydney,Morning
Pie,33,Melbourne,Morning
Banana,66,Perth,Morning
Fish,82,Sydney,Afternoon
Pie,73,Brisbane,Morning
Soap,85,Brisbane,Morning
Orange,66,Perth,Afternoon
Tomato,57,Melbourne,Afternoon
Cookie,98,Sydney,Afternoon
Fish,89,Canberra,Afternoon
Chicken,11,Sydney,Afternoon
Pie,69,Melbourne,Morning
Fish,78,Melbourne,Morning
Pie,43,Perth,Afternoon
Tomato,28,Canberra,Afternoon
Shampoo,35,Canberra,Afternoon
Fish,17,Melbourne,Afternoon
Banana,47,Brisbane,Morning
Pie,40,Canberra,Morning
Shampoo,11,Canberra,Morning
Carrot,54,Brisbane,Afternoon
Carrot,21,Melbourne,Afternoon
Banana,26,Melbourne,Afternoon
Tomato,94,Canberra,Afternoon
Banana,96,Brisbane,Afternoon
Orange,99,Sydney,Morning
Banana,59,Brisbane,Afternoon
Tomato,49,Sydney,Afternoon
Tomato,89,Canberra,Morning
Orange,15,Sydney,Afternoon
Pie,99,Sydney,Afternoon
Carrot,47,Melbourne,Morning
Orange,65,Brisbane,Afternoon
Cookie,25,Canberra,Morning
Chicken,7,Sydney,Morning
Chicken,31,Sydney,Morning
Cookie,19,Brisbane,Morning
Orange,75,Canberra,Afternoon
Fish,9,Brisbane,Afternoon
Orange,80,Canberra,Afternoon
Tomato,92,Sydney,Afternoon
Carrot,8,Canberra,Morning
Cookie,40,Brisbane,Morning
Fish,59,Perth,Morning
Chicken,52,Brisbane,Morning
Chicken,92,Melbourne,Afternoon
Cookie,71,Perth,Morning
Orange,64,Canberra,Morning
Chicken,54,Sydney,Morning
Fish,29,Melbourne,Afternoon
Soap,68,Canberra,Morning
Pie,25,Sydney,Morning
Carrot,78,Perth,Afternoon
Banana,24,Perth,Morning
Banana,69,Brisbane,Morning
Cookie,80,Perth,Afternoon
Soap,5,Melbourne,Afternoon
Cookie,32,Sydney,Morning
Pie,99,Perth,Afternoon
Pie,86,Sydney,Morning
Chicken,85,Brisbane,Afternoon
Chicken,8,Sydney,Afternoon
Fish,88,Canberra,Afternoon
Shampoo,33,Melbourne,Morning
Carrot,84,Canberra,Morning
Orange,16,Sydney,Morning
Banana,21,Sydney,Afternoon
Fish,98,Sydney,Afternoon
Shampoo,73,Canberra,Afternoon
Orange,42,Sydney,Afternoon
Chicken,31,Perth,Morning
Orange,37,Perth,Afternoon
Carrot,84,Perth,Afternoon
Chicken,18,Melbourne,Afternoon
Tomato,23,Perth,Afternoon
Soap,72,Brisbane,Morning
Carrot,41,Melbourne,Afternoon
Tomato,60,Brisbane,Afternoon
Soap,6,Melbourne,Afternoon
Shampoo,73,Melbourne,Morning
Cookie,65,Canberra,Afternoon
Shampoo,63,Perth,Morning
Cookie,23,Perth,Afternoon
Tomato,24,Perth,Morning
Fish,89,Perth,Afternoon
Soap,61,Melbourne,Afternoon
Chicken,59,Perth,Afternoon
Orange,69,Perth,Afternoon
Cookie,47,Melbourne,Afternoon
Cookie,88,Melbourne,Afternoon
Pie,22,Brisbane,Afternoon
Orange,77,Melbourne,Afternoon
Fish,90,Brisbane,Morning
Soap,17,Perth,Morning
Orange,62,Brisbane,Morning
Shampoo,16,Canberra,Afternoon
Chicken,95,Melbourne,Afternoon
Carrot,65,Melbourne,Afternoon
Pie,66,Sydney,Afternoon
Cookie,56,Melbourne,Afternoon
Tomato,23,Canberra,Morning
Cookie,38,Melbourne,Afternoon
Fish,45,Perth,Afternoon
Chicken,86,Sydney,Afternoon
Tomato,100,Perth,Morning
Banana,22,Sydney,Morning
Chicken,64,Sydney,Afternoon
Shampoo,15,Sydney,Afternoon
Orange,71,Perth,Morning
Tomato,66,Brisbane,Afternoon
Orange,98,Sydney,Morning
Banana,46,Brisbane,Morning
Shampoo,12,Melbourne,Afternoon
Pie,75,Sydney,Afternoon
Cookie,69,Canberra,Morning
Shampoo,27,Brisbane,Afternoon
Soap,87,Canberra,Morning
Carrot,35,Melbourne,Afternoon
Chicken,40,Sydney,Morning
Tomato,15,Canberra,Morning
Carrot,52,Canberra,Morning
Banana,99,Perth,Morning
Pie,23,Melbourne,Morning
Chicken,38,Canberra,Morning
Tomato,63,Sydney,Afternoon
Tomato,91,Brisbane,Afternoon
Shampoo,5,Brisbane,Afternoon
Soap,68,Sydney,Morning
Banana,62,Brisbane,Afternoon
Fish,67,Canberra,Morning
Soap,46,Canberra,Afternoon
Shampoo,69,Perth,Morning
Banana,57,Melbourne,Morning
Banana,6,Sydney,Afternoon
Tomato,56,Canberra,Afternoon
Fish,51,Perth,Afternoon
Soap,83,Melbourne,Afternoon
Chicken,77,Canberra,Afternoon
Orange,56,Brisbane,Morning
Tomato,94,Canberra,Morning
Tomato,46,Brisbane,Morning
Fish,17,Perth,Afternoon
Soap,70,Sydney,Afternoon
Cookie,73,Brisbane,Afternoon
Carrot,27,Canberra,Afternoon
Orange,35,Melbourne,Afternoon
Soap,77,Sydney,Afternoon
Orange,30,Melbourne,Afternoon
Fish,98,Sydney,Morning
Pie,68,Perth,Morning
Tomato,17,Sydney,Morning
Carrot,84,Brisbane,Morning
Fish,85,Sydney,Morning
Cookie,51,Brisbane,Morning
Fish,23,Perth,Morning
Carrot,43,Sydney,Afternoon
Fish,33,Perth,Morning
Pie,82,Canberra,Afternoon
Orange,22,Sydney,Morning
Pie,6,Sydney,Morning
Banana,91,Melbourne,Afternoon
Fish,49,Melbourne,Morning
Carrot,70,Perth,Afternoon
Fish,21,Melbourne,Morning
Pie,33,Melbourne,Morning
Pie,87,Melbourne,Afternoon
Carrot,87,Canberra,Afternoon
Shampoo,13,Canberra,Afternoon
Chicken,11,Melbourne,Afternoon
Shampoo,51,Canberra,Morning
Pie,91,Brisbane,Afternoon
Shampoo,18,Perth,Afternoon
Chicken,92,Perth,Afternoon
Orange,8,Melbourne,Morning
Shampoo,67,Sydney,Afternoon
Soap,75,Sydney,Morning
Tomato,31,Brisbane,Morning
Orange,42,Melbourne,Afternoon
Orange,54,Sydney,Morning
Shampoo,62,Perth,Afternoon
Banana,95,Canberra,Morning
Chicken,49,Sydney,Afternoon
Pie,50,Sydney,Morning
Cookie,17,Sydney,Afternoon
Shampoo,98,Perth,Afternoon
Banana,26,Melbourne,Morning
Tomato,45,Perth,Morning
Carrot,26,Sydney,Morning
Pie,29,Melbourne,Afternoon
Banana,79,Brisbane,Afternoon
Banana,58,Sydney,Morning
Chicken,75,Perth,Afternoon
Soap,30,Brisbane,Afternoon
Pie,28,Sydney,Afternoon
Pie,9,Sydney,Morning
Fish,77,Melbourne,Afternoon
Cookie,10,Perth,Morning
Cookie,54,Brisbane,Afternoon
Soap,13,Melbourne,Morning
Banana,90,Perth,Morning
Orange,84,Canberra,Afternoon
Carrot,14,Perth,Morning
Tomato,61,Sydney,Morning
Banana,16,Melbourne,Morning
Carrot,27,Canberra,Morning
Carrot,7,Melbourne,Morning
Cookie,99,Perth,Morning
Soap,51,Perth,Afternoon
Fish,28,Melbourne,Afternoon
Shampoo,33,Sydney,Afternoon
Tomato,30,Brisbane,Afternoon
Shampoo,46,Sydney,Morning
Orange,35,Perth,Afternoon
Pie,32,Sydney,Afternoon
Cookie,81,Brisbane,Afternoon
Orange,48,Brisbane,Morning
Orange,75,Brisbane,Morning
Fish,55,Perth,Afternoon
Fish,20,Brisbane,Afternoon
Banana,66,Sydney,Morning
Cookie,37,Melbourne,Morning
Chicken,99,Melbourne,Afternoon
Cookie,19,Brisbane,Afternoon
Pie,52,Perth,Afternoon
Shampoo,88,Brisbane,Morning
Fish,79,Canberra,Morning
Soap,77,Canberra,Afternoon
Shampoo,45,Perth,Afternoon
Orange,55,Melbourne,Morning
Cookie,79,Sydney,Morning
Fish,92,Brisbane,Morning
Shampoo,81,Melbourne,Afternoon
Cookie,59,Canberra,Afternoon
Pie,47,Sydney,Morning
Pie,16,Melbourne,Morning
Fish,69,Perth,Afternoon
Chicken,81,Sydney,Morning
Shampoo,100,Perth,Morning
Chicken,38,Canberra,Morning
Soap,32,Melbourne,Afternoon
Pie,49,Sydney,Morning
Carrot,44,Canberra,Afternoon
Shampoo,38,Sydney,Afternoon
Pie,73,Sydney,Morning
Chicken,79,Perth,Afternoon
Carrot,76,Brisbane,Afternoon
Carrot,45,Canberra,Afternoon
Cookie,65,Canberra,Morning
Banana,100,Melbourne,Afternoon
Orange,19,Sydney,Morning
Soap,57,Brisbane,Morning
Pie,28,Melbourne,Morning
Banana,97,Brisbane,Morning
Carrot,84,Canberra,Morning
Cookie,53,Melbourne,Afternoon
Orange,35,Canberra,Morning
Pie,13,Perth,Morning
Cookie,49,Melbourne,Morning
Shampoo,32,Sydney,Morning
Chicken,71,Sydney,Morning
Carrot,34,Canberra,Morning
Banana,82,Canberra,Afternoon
Tomato,78,Brisbane,Morning
Fish,33,Melbourne,Morning
Orange,37,Melbourne,Morning
Cookie,42,Perth,Afternoon
Orange,45,Perth,Afternoon
Banana,10,Brisbane,Morning
Carrot,90,Melbourne,Afternoon
Shampoo,51,Canberra,Morning
Orange,97,Perth,Afternoon
Tomato,5,Perth,Afternoon
Soap,83,Sydney,Morning
Banana,32,Perth,Morning
Soap,29,Sydney,Afternoon
Chicken,34,Canberra,Morning
Cookie,57,Canberra,Afternoon
Pie,58,Melbourne,Afternoon
Fish,24,Canberra,Afternoon
Fish,14,Perth,Afternoon
Chicken,58,Melbourne,Morning
Shampoo,91,Perth,Morning
Carrot,12,Melbourne,Morning
Chicken,84,Sydney,Morning
Banana,42,Brisbane,Morning
Shampoo,70,Melbourne,Morning
Cookie,97,Perth,Morning
Chicken,34,Canberra,Morning
Tomato,64,Canberra,Morning
Orange,40,Sydney,Morning
Shampoo,39,Canberra,Afternoon
Chicken,10,Perth,Afternoon
Soap,85,Melbourne,Morning
Tomato,96,Melbourne,Afternoon
Shampoo,9,Melbourne,Afternoon
Tomato,57,Brisbane,Morning
Pie,7,Sydney,Morning
Soap,89,Perth,Morning
Cookie,84,Sydney,Afternoon
Fish,5,Sydney,Morning
Soap,48,Brisbane,Morning
Fish,10,Brisbane,Afternoon
Banana,15,Canberra,Morning
Banana,49,Perth,Morning
Shampoo,41,Melbourne,Afternoon
Banana,45,Sydney,Morning
Soap,34,Perth,Morning
Banana,35,Perth,Afternoon
Shampoo,95,Canberra,Morning
Tomato,60,Melbourne,Afternoon
Cookie,20,Canberra,Morning
Soap,79,Sydney,Morning
Shampoo,14,Perth,Morning
Tomato,17,Brisbane,Afternoon
Orange,36,Melbourne,Morning
Shampoo,94,Sydney,Afternoon
Banana,93,Perth,Afternoon
Fish,89,Brisbane,Afternoon
Cookie,5,Brisbane,Morning
Banana,19,Brisbane,Morning
Banana,74,Canberra,Morning
Shampoo,45,Melbourne,Afternoon
Cookie,49,Canberra,Afternoon
Orange,52,Canberra,Afternoon
Tomato,70,Perth,Afternoon
Shampoo,77,Melbourne,Morning
Shampoo,75,Melbourne,Afternoon
Orange,28,Sydney,Morning
Soap,74,Melbourne,Morning
Shampoo,63,Sydney,Afternoon
Banana,53,Brisbane,Afternoon
Cookie,88,Melbourne,Morning
Chicken,8,Sydney,Morning
Fish,61,Perth,Morning
Banana,24,Perth,Morning
Fish,52,Perth,Afternoon
Pie,14,Melbourne,Morning
Pie,35,Melbourne,Afternoon
Tomato,51,Melbourne,Morning
Shampoo,69,Brisbane,Morning
Chicken,38,Perth,Afternoon
Shampoo,63,Perth,Morning
Shampoo,24,Sydney,Afternoon
Cookie,43,Sydney,Afternoon
Pie,70,Perth,Morning
Soap,86,Perth,Morning
Banana,26,Perth,Morning
Cookie,25,Brisbane,Morning
Fish,57,Canberra,Afternoon
Shampoo,83,Melbourne,Morning
Orange,32,Melbourne,Morning
Banana,33,Perth,Afternoon
Fish,74,Canberra,Morning
Cookie,88,Melbourne,Afternoon
Banana,99,Brisbane,Morning
Tomato,6,Perth,Afternoon
Banana,94,Sydney,Morning
Pie,19,Brisbane,Morning
Chicken,22,Brisbane,Morning
Pie,28,Sydney,Morning
Fish,85,Sydney,Afternoon
Cookie,31,Brisbane,Afternoon
Soap,94,Perth,Morning
Banana,21,Brisbane,Morning
Chicken,48,Perth,Morning
Pie,49,Sydney,Morning
Cookie,85,Brisbane,Afternoon
Chicken,21,Perth,Morning
Cookie,24,Sydney,Morning
Tomato,32,Sydney,Morning
Chicken,21,Sydney,Morning
Pie,5,Brisbane,Afternoon
Banana,82,Sydney,Morning
Pie,23,Sydney,Afternoon
Chicken,100,Sydney,Morning
Tomato,49,Canberra,Morning
Chicken,59,Melbourne,Afternoon
Carrot,24,Melbourne,Afternoon
Pie,13,Brisbane,Afternoon
Fish,29,Canberra,Morning
Chicken,89,Sydney,Afternoon
Tomato,95,Sydney,Morning
Banana,80,Perth,Morning
Orange,78,Perth,Afternoon
Shampoo,88,Brisbane,Afternoon
Banana,29,Melbourne,Morning
Carrot,90,Sydney,Morning
Tomato,69,Perth,Morning
Carrot,19,Sydney,Afternoon
Soap,26,Brisbane,Afternoon
Soap,21,Sydney,Afternoon
Cookie,59,Canberra,Afternoon
Pie,18,Perth,Afternoon
Soap,50,Brisbane,Afternoon
Shampoo,47,Sydney,Afternoon
Soap,88,Perth,Afternoon
Orange,100,Sydney,Morning
Orange,37,Brisbane,Morning
Tomato,21,Sydney,Afternoon
Shampoo,28,Brisbane,Morning
Fish,24,Canberra,Morning
Tomato,7,Perth,Afternoon
Carrot,31,Brisbane,Morning
Shampoo,53,Melbourne,Morning
Tomato,80,Brisbane,Morning
Soap,73,Melbourne,Morning
Soap,72,Perth,Afternoon
Cookie,41,Brisbane,Afternoon
Carrot,78,Perth,Morning
Banana,12,Brisbane,Afternoon
Carrot,58,Melbourne,Afternoon
Carrot,25,Canberra,Morning
Soap,80,Perth,Morning
Orange,92,Melbourne,Morning
Fish,83,Perth,Morning
Fish,51,Melbourne,Afternoon
Tomato,26,Sydney,Morning
Chicken,53,Melbourne,Afternoon
Banana,11,Melbourne,Morning
Soap,41,Canberra,Morning
Banana,79,Melbourne,Afternoon
Carrot,58,Sydney,Morning
Pie,79,Sydney,Afternoon
Fish,49,Melbourne,Morning
Tomato,31,Perth,Afternoon
Pie,75,Sydney,Morning
Soap,69,Sydney,Morning
Fish,79,Perth,Morning
Orange,86,Brisbane,Afternoon
Shampoo,74,Brisbane,Afternoon
Tomato,91,Melbourne,Morning
Tomato,41,Melbourne,Afternoon
Tomato,74,Perth,Morning
Soap,64,Sydney,Afternoon
Orange,40,Brisbane,Afternoon
Tomato,63,Brisbane,Morning
Soap,51,Canberra,Afternoon
Tomato,80,Melbourne,Morning
Carrot,73,Sydney,Morning
Banana,88,Melbourne,Afternoon
Chicken,47,Brisbane,Afternoon
Tomato,38,Perth,Morning
Soap,97,Canberra,Afternoon
Cookie,5,Canberra,Afternoon
Tomato,58,Melbourne,Morning
Chicken,55,Sydney,Afternoon
Chicken,59,Melbourne,Morning
Tomato,74,Sydney,Afternoon
Fish,82,Sydney,Afternoon
Chicken,76,Brisbane,Morning
Chicken,70,Brisbane,Morning
Orange,84,Melbourne,Morning
Cookie,76,Sydney,Morning
Tomato,93,Brisbane,Morning
Cookie,13,Sydney,Afternoon
Orange,86,Melbourne,Afternoon
Orange,67,Brisbane,Afternoon
Pie,31,Sydney,Morning
Banana,64,Canberra,Morning
Pie,9,Perth,Morning
Orange,90,Melbourne,Afternoon
Fish,71,Brisbane,Afternoon
Pie,43,Perth,Morning
Chicken,94,Melbourne,Morning
Banana,22,Melbourne,Morning
Shampoo,87,Perth,Morning
Pie,24,Canberra,Afternoon
Carrot,37,Brisbane,Morning
Fish,7,Perth,Morning
Carrot,6,Brisbane,Afternoon
Cookie,96,Brisbane,Afternoon
Soap,73,Melbourne,Morning
Pie,55,Brisbane,Afternoon
Orange,33,Brisbane,Afternoon
Soap,45,Melbourne,Afternoon
Carrot,79,Canberra,Morning
Chicken,32,Brisbane,Afternoon
Fish,31,Canberra,Morning
Carrot,81,Melbourne,Afternoon
Tomato,92,Perth,Morning
Chicken,46,Sydney,Afternoon
Banana,85,Perth,Afternoon
Shampoo,21,Brisbane,Morning
Pie,53,Sydney,Morning
Carrot,58,Sydney,Afternoon
Carrot,65,Canberra,Morning
Soap,7,Canberra,Morning
Orange,43,Canberra,Morning
Tomato,91,Brisbane,Morning
Cookie,49,Perth,Morning
Tomato,35,Canberra,Afternoon
Carrot,86,Melbourne,Afternoon
Soap,61,Canberra,Morning
Orange,45,Sydney,Morning
Fish,42,Perth,Afternoon
Carrot,66,Canberra,Afternoon
Soap,8,Melbourne,Morning
Tomato,64,Canberra,Morning
Cookie,51,Canberra,Morning
Pie,36,Canberra,Morning
Chicken,72,Sydney,Morning
Carrot,61,Canberra,Afternoon
Banana,73,Canberra,Morning
Carrot,94,Canberra,Afternoon
Soap,34,Brisbane,Afternoon
Soap,40,Perth,Morning
Banana,18,Melbourne,Morning
Fish,38,Canberra,Afternoon
Shampoo,19,Sydney,Afternoon
Pie,64,Sydney,Morning
Carrot,15,Perth,Afternoon
Shampoo,23,Sydney,Afternoon
